#,ブランド,ライン,製品名,カテゴリ,主要悩み(先頭5件),容量,メーカー,推奨対象,特徴サマリー,商品ID
166,System Professional,VOLUMIZE,システム プロフェッショナル V2 ボリュマイズマスク,マスク,ボリューム不足 / 細毛 / 軟毛 / ぺたんとする / ハリコシ不足,200ml,Wella,細毛・ボリュームレス・トップがぺたんとしやすい髪に。,芯のあるボリュームを与える、軽やかな集中マスク。,syspro-volumize-mask
167,System Professional,VOLUMIZE,システム プロフェッショナル V エアロリフター,アウトバスムース,ボリューム不足 / 細毛 / 軟毛 / ぺたんとする / ハリコシ不足,150ml,Wella,トップのボリューム不足、立ち上がりが欲しい方に。,根元から立ち上げる、エアリーボリュームムース。,syspro-volumize-aerolifter
168,System Professional,VOLUMIZE,システム プロフェッショナル V1 ボリュマイズシャンプー,シャンプー,ボリューム不足 / 細毛 / 軟毛 / ぺたんとする / ハリコシ不足,250ml / 1000ml,Wella,細毛・軟毛でぺたんとしやすい髪、トップにボリュームが欲しい方に。,細い髪に芯のあるボリュームを与える、軽やかなボリュームシャンプー。,syspro-volumize-sh
169,System Professional,アルタイム スムース,アルタイム S シャンプー,シャンプー,広がり / 広がり / 湿気 / うねり/くせ / 扱いにくさ,250mL,Wella ウエラ ジャパン,「広がりを抑えつつ、しなやかな指通りで仕上げたい」方。,スクワランとOMEGA-9配合の処方が髪をしなやかに保湿しながらクレンジング。メタルピュリファイヤーテクノロジーで純度の高い洗いあがりを実現します。,wella-ultimesmooth-sh
170,System Professional,アルタイム スムース,アルタイム S インテンス マスク,ヘアマスク,広がり / 広がり / 湿気 / うねり/くせ / 扱いにくさ,150mL,Wella ウエラ ジャパン,「集中的にまとまりを取り戻したい」方。,グリセリン・パンテノール・スクワラン処方が髪の内側へ深く浸透し、広がりをおさえ、なめらかで扱いやすい髪に導きます。,wella-ultimesmooth-mask
171,System Professional,アルタイム スムース,アルタイム S ミラクル バームトリートメント,アウトバスミルク,広がり / 広がり / 湿気 / うねり/くせ / 扱いにくさ,100mL,Wella ウエラ ジャパン,「やわらかさとまとまりを両立したい」方。,バーム発想の処方が髪に密着し、広がりやうねりを抑えながらしっとりまとまるやわらかな髪へ導きます。,wella-ultimesmooth-balm
172,System Professional,アルタイム スムース,アルタイム S ミラクル ミルクスプレー,アウトバスミルク,広がり / 広がり / 湿気 / うねり/くせ / 扱いにくさ,100mL,Wella ウエラ ジャパン,「広がりは抑えたいけれど、軽さも欲しい」方。,スプレータイプのミルク処方が髪に均一になじみ、広がりやうねりを抑えて毛先までさらさらにまとめます。,wella-ultimesmooth-milkspray
173,System Professional,アルタイム スムース,アルタイム S ミラクル オイルセラム,アウトバスオイル,広がり / 広がり / 湿気 / うねり/くせ / 扱いにくさ,100mL,Wella ウエラ ジャパン,「広がりを抑えながら、輝くツヤを纏いたい」方。,スクワランとOMEGA-9を配合したオイルセラムが、髪の広がりやうねりをおさえ、輝くツヤを引き出します。,wella-ultimesmooth-oilserum
174,System Professional,アルタイム リペア,アルタイム R シャンプー,シャンプー,多重ブリーチ / ダメージ / ブリーチダメージ / 切れ毛 / 弾力不足,250mL,Wella ウエラ ジャパン,「ハイトーンを楽しみながら、髪の純度と補修を妥協したくない」方。,AHAとOMEGA-9配合の処方が髪を補修しながら、メタルピュリファイヤーテクノロジーで金属イオンなどの不純物を取り除き、なめらかな洗いあがりを実現します。,wella-ultimerepair-sh
175,System Professional,アルタイム リペア,アルタイム R インテンス マスク,ヘアマスク,多重ブリーチ / ダメージ / ブリーチダメージ / 切れ毛 / 弾力不足,150mL,Wella ウエラ ジャパン,「ダメージを集中的に立て直し、強い髪を取り戻したい」方。,濃密な補修処方が髪内部にしっかり浸透し、なめらかでハリのある強い髪へと導きます。,wella-ultimerepair-mask
176,System Professional,アルタイム リペア,アルタイム RM ナイトトリートメント,アウトバスミルク,多重ブリーチ / ダメージ / ブリーチダメージ / 切れ毛 / 弾力不足,95mL,Wella ウエラ ジャパン,「夜のうちにケアして、朝のまとまりを整えたい」方。,軽い質感でも瞬時に広がりを抑える処方が、寝ている間も髪をいたわり、翌朝のまとまりを高めます。,wella-ultimerepair-nighttreatment
177,System Professional,アルタイム リペア,アルタイム RM ヘアトリートメント,アウトバスミルク,多重ブリーチ / ダメージ / ブリーチダメージ / 切れ毛 / 弾力不足,95mL,Wella ウエラ ジャパン,「ベタつかず、瞬時に補修を感じたい」方。,ミスト発想の処方が髪に瞬時に行き渡り、ダメージを集中的に補修しながら、軽やかな質感に整えます。,wella-ultimerepair-treatment
178,System Professional,アルタイム リペア,アルタイム RM ヘアオイル,アウトバスオイル,多重ブリーチ / ダメージ / ブリーチダメージ / 切れ毛 / 弾力不足,95mL,Wella ウエラ ジャパン,「ツヤとなめらかさを毎日続けたい」方。,キューティクルを補修する処方が、毛先までなめらかにツヤめく髪へと導きます。,wella-ultimerepair-oil
179,Schwarzkopf,ファイバープレックス,ファイバープレックス ボンド シャンプー,シャンプー,多重ブリーチ / ブリーチダメージ / ダメージ / 切れ毛 / ハイライト,250mL / 550mL,ヘンケルジャパン,「ブリーチを楽しみたいが、髪の結合は守りたい」方。,Fiber Bond Technology が髪の結合をケアし、ジカルボン酸が繰り返すダメージから髪を守ります。きめ細かな泡立ちで、ブリーチ毛もなめらかに洗い上げます。,schwarzkopf-fibreplex-sh
180,Schwarzkopf,ファイバープレックス,ファイバープレックス ボンド トリートメント,トリートメント,多重ブリーチ / ブリーチダメージ / ダメージ / 切れ毛 / ハイライト,250g / 550g,ヘンケルジャパン,「ハイトーンのまま、しなやかな手触りを取り戻したい」方。,ジカルボン酸が髪のフィブリル間を補強し、結合をケア。カラーの色持ちを支えながら、しなやかな仕上がりへ導きます。,schwarzkopf-fibreplex-tr
181,Schwarzkopf,ファイバープレックス,ファイバープレックス No.4 ボンド セラム,アウトバスミルク,多重ブリーチ / ブリーチダメージ / ダメージ / 切れ毛 / ハイライト,100g,ヘンケルジャパン,「ボンドケアを日常で続けたい」方。,ボンドケアのアイコンセラムが、毎日のケアにハイダメージ補修を取り入れます。,schwarzkopf-fibreplex-no4serum
182,Schwarzkopf,ファイバープレックス,ファイバープレックス ボンドミルク,アウトバスミルク,多重ブリーチ / ブリーチダメージ / ダメージ / 切れ毛 / ハイライト,100g,ヘンケルジャパン,「ハイダメージ毛をしっかり補修してまとめたい」方。,ボンドケア処方のミルクが髪内部に行き渡り、ハイダメージ毛をしっとりとまとめます。,schwarzkopf-fibreplex-bondmilk
183,Schwarzkopf,ファイバープレックス,ファイバープレックス ボンドオイル,アウトバスオイル,多重ブリーチ / ブリーチダメージ / ダメージ / 切れ毛 / ハイライト,150mL,ヘンケルジャパン,「ハイトーン毛のツヤを毎日続けたい」方。,ボンドケアオイルが髪をコーティングし、ハイトーン毛のツヤとなめらかさを引き出します。,schwarzkopf-fibreplex-bondoil
184,REKERA,REKERA,REKERA エマルジョン (インバス),トリートメント,ダメージ / 多重ブリーチ / ブリーチダメージ / 切れ毛 / 弾力不足,インバス使用 200g,リトルサイエンティスト,ハイダメージ・ブリーチ・縮毛矯正後の集中補修に。中間ステップで芯から立て直したい方に。,"""髪の乳液"" として人気の集中補修トリートメント。液晶コレステロール×植物バターでハイダメージ毛にしなやかさを取り戻す。",likera-emulsion-tr
185,REKERA,REKERA,REKERA エマルジョン (アウトバス),アウトバスミルク,ダメージ / 熱ダメージ / 多重ブリーチ / ブリーチダメージ / 切れ毛,200g,リトルサイエンティスト,ハイダメージ毛のアウトバスケア、髪の中間〜毛先の集中補修に。,"タオルドライ後に塗るだけで、髪の芯から立て直す ""リーブイン版乳液""。ハイダメージ毛の救世主。",likera-emulsion-out
186,REKERA,REKERA,REKERA ミスト,アウトバスミスト,熱ダメージ / ダメージ / 多重ブリーチ / ブリーチダメージ / 紫外線ダメージ,200ml,リトル・サイエンティスト,ドライヤー・アイロン前のヒートケア、ハイダメージ毛の日常保護に。,"熱を使うほど、髪が補修される。アイロン前のひと吹きで、ダメージ進行を補修に変える""魔法のミスト""。",likera-mist
187,REKERA,REKERA,REKERA オイル,アウトバスオイル,ツヤ不足 / ダメージ / 熱ダメージ / 多重ブリーチ / ブリーチダメージ,100ml,リトル・サイエンティスト,スタイリングの仕上げ、ツヤと軽さを両立したい方、カラーをきれいに保ちたい方に。,ガラスのような透明感ツヤ。液晶皮膜×フラーレンで、軽さとカラーの輝きを同時に守るフィニッシュオイル。,likera-oil
188,Oggi otto,Dr.s,インプレッシブ セラム ブラック,シャンプー,ダメージ / 多重ブリーチ / ツヤ不足 / 枝毛 / ブリーチダメージ,300ml / 700ml refill,Techno Huit,最上級のサロンケアをホームで再現したい、ハイダメージ毛の方に。,Dr.sシリーズ最上位、Oggi ottoのプレミアム補修シャンプー。,oggiotto-drs-black-sh
189,Oggi otto,Dr.s,インプレッシブ セラムマスク ブラック,マスク,ダメージ / 多重ブリーチ / ツヤ不足 / 枝毛 / ブリーチダメージ,180g / 700g refill,Techno Huit,ハイダメージ毛・ブリーチ毛の集中サロンレベルケアに。,Dr.sシリーズ最上位の濃厚補修マスク、ハイダメージ毛のレスキューに。,oggiotto-drs-black-mask
190,Oggi otto,Dr.s,アロマスキャルプエッセンス SOIL CRASCI,スカルプエッセンス,薄毛抜け毛 / 頭皮乾燥 / 細毛 / 軟毛 / ボリューム不足,100ml,Techno Huit,本格的なエイジング・薄毛抜け毛対策を求める方に。,Dr.sの最高峰スカルプセラム、本格的な薄毛ケアを叶える濃密処方。,oggiotto-drs-soilcrasci
191,Oggi otto,Dr.s,スキャルプエイド セラムマスク,スカルプエッセンス,薄毛抜け毛 / 頭皮乾燥 / 頭皮敏感 / 細毛 / ハリコシ不足,130g,Techno Huit,頭皮の乾燥・敏感・エイジングサインが気になる方に。,頭皮と髪を同時に整えるDr.sのスカルプケアマスク。,oggiotto-drs-scalpaid
192,Oggi otto,Dr.s,スキャルプケアジェル,スカルプエッセンス,頭皮乾燥 / 頭皮ベタつき / 蓄積汚れ / ダメージ / 多重ブリーチ,130g,Techno Huit,頭皮のベタつき・ニオイ・スタイリング残留が気になる方に。,頭皮を傷めず老廃物を分解する、プレクレンジングスカルプジェル。,oggiotto-drs-scalpgel
193,Oggi otto,OGGI MUTA,OGGI MUTA グランドセラム,シャンプー,ダメージ / 紫外線ダメージ / 多重ブリーチ / ツヤ不足 / 枝毛,300ml / 700ml refill,Techno Huit,最高峰のサロンケアを毎日使いたい、ラグジュアリー志向の方に。,精製水8%の極上美容液シャンプー、ムータ×Oggi otto最高峰のラグジュアリーケア。,oggiotto-muta-sh
194,Oggi otto,OGGI MUTA,OGGI MUTA グランドセラムマスク スムース,マスク,ダメージ / 多重ブリーチ / ツヤ不足 / 枝毛 / 細毛,210g / 700g refill,Techno Huit,細毛・軟毛・普通毛で最高峰ケアを求める方に。,ムータの最上位スムースマスク、細毛にハリと上質なツヤを。,oggiotto-muta-mask-smooth
195,Oggi otto,OGGI MUTA,OGGI MUTA グランドセラムマスク モイスチャー,マスク,ダメージ / 多重ブリーチ / ツヤ不足 / 乾燥 / 広がり,210g / 700g refill,Techno Huit,多毛・クセ毛・広がりやすい髪で最高峰ケアを求める方に。,ムータの最上位モイスチャーマスク、多毛・クセ毛に潤いとまとまりを。,oggiotto-muta-mask-moisture
196,Oggi otto,OGGI MUTA,OGGI MUTA グランドエマルジョン,アウトバスミルク,ダメージ / ツヤ不足 / 乾燥 / 広がり / 広がり,150g,Techno Huit,まとまりとしっとり感を求める方の毎日のケアに。,ムータのなめらかさを引き出すラグジュアリーミルク。,oggiotto-muta-emulsion
197,Oggi otto,OGGI MUTA,OGGI MUTA グランドミスト,アウトバスミスト,ダメージ / ツヤ不足 / 乾燥 / 絡まり / 紫外線ダメージ,150ml,Techno Huit,軽い使用感を求める方、毎日のリーブインケアに。,ムータ最高峰の軽やかリーブインミスト、シトラスフローラルの香り。,oggiotto-muta-mist
198,Oggi otto,OGGI MUTA,OGGI MUTA グランドオイル,アウトバスオイル,ダメージ / ツヤ不足 / 乾燥 / 広がり / 熱ダメージ,100ml,Techno Huit,最高峰のツヤとなめらかさを求める方に。,ムータ最高峰のアウトバスオイル、ツヤと弾力のあるラグジュアリー仕上げ。,oggiotto-muta-oil
199,Oggi otto,アウトバス,セラムCMCミスト,アウトバスミルク,ダメージ / 乾燥 / ツヤ不足 / 広がり / 熱ダメージ,セラムCMC ミスト 200mL,テクノエイト,軽い使用感が好き、朝のスタイリング前のリフレッシュに。,軽やかな質感のCMCミスト、サラサラな仕上がりへ導く。,oggiotto-outbath-mist
200,Oggi otto,アウトバス,セラムCMCミルキィ,アウトバスミルク,ダメージ / 乾燥 / ツヤ不足 / 広がり / 熱ダメージ,セラムCMC ミルキィ 120g,テクノエイト,まとまりとしっとり感を求める方、乾燥が気になる髪に。,ケラチン×CMC補修のしっとりまとまるミルキィタイプ。,oggiotto-outbath-out
201,Oggi otto,アウトバス,アメージングケア オイル,アウトバスオイル,ダメージ / 乾燥 / ツヤ不足 / 広がり / 熱ダメージ,100ml,Techno Huit,最高品質のマルチユースオイルを求める方、ヘア&スキン両用に。,29種の天然オイルが髪と肌を同時に整える、Oggi otto最上位マルチオイル。,oggiotto-amazingoil
202,Oggi otto,アウトバス,エアウィップ,アウトバスムース,ダメージ / ボリューム不足 / ぺたんとする / 細毛 / 軟毛,150ml,Techno Huit,細毛・軟毛・トップのボリュームが欲しい方に。,補修しながらふんわりボリュームを作る、Oggi ottoの空気感ホイップ。,oggiotto-airwhip
203,Oggi otto,アウトバス,セラムCMCオイル,アウトバスオイル,ダメージ / 乾燥 / ツヤ不足 / 広がり / 熱ダメージ,セラムCMC オイル 100mL,テクノエイト,ツヤとなめらかさを求める方、ヒートプロテクトも欲しい方に。,ボタニカルオイルが髪表面を整え、ツヤとしなやかさを与えるアウトバスオイル。,oggiotto-outbath-oil
204,Oggi otto,アウトバス,ボタニカル リッチ オイルスプレー,アウトバスオイル,ダメージ / 乾燥 / ツヤ不足 / 広がり / 熱ダメージ,150ml,Techno Huit,ツヤとヒートプロテクトを求める方、全身使いの利便性が欲しい方に。,16種オイルをスプレーで全体に届ける、ボタニカルマルチオイル。,oggiotto-botanicaloilspray
205,Oggi otto,アウトバス,ボタニカル リッチ バーム,アウトバスバター,ダメージ / 乾燥 / ツヤ不足 / 広がり / 熱ダメージ,50g / 150g,Techno Huit,パーマヘア・カールスタイル・乾燥が顕著な毛先に。,パーマ・カール毛のための高保湿ボタニカルバーム。,oggiotto-botanicalbalm
206,Oggi otto,インプレッシブ,インプレッシブPPTセラム MS [モイスチャー],シャンプー,ダメージ / ツヤ不足 / 広がり / 乾燥 / 広がり,250ml / 700ml refill,Techno Huit,多毛・クセ毛・剛毛、パサつきや広がりが気になる方に。,多毛・クセ毛向けの保湿型PPTセラム、湿気にも負けないまとまりへ。,oggiotto-ppt-ms
207,Oggi otto,インプレッシブ,インプレッシブPPTセラム SS [スムース],シャンプー,ダメージ / ツヤ不足 / 絡まり / 細毛 / 軟毛,250ml / 700ml refill,Techno Huit,細毛・軟毛・普通毛、絡まりやすくぺたんとしやすい髪に。,細毛・軟毛向けの軽やかなインプレッシブPPTセラム、ハリのあるサラサラ髪へ。,oggiotto-ppt-ss
208,Oggi otto,インプレッシブ,インプレッシブPPTセラム VS [ボリューム],シャンプー,ダメージ / 細毛 / 軟毛 / ボリューム不足 / ぺたんとする,250ml / 700ml refill,Techno Huit,細毛・軟毛・薄毛、トップのボリュームが欲しい方に。,薄毛・細毛向けのボリューム型PPTセラム、ふんわりハリのある髪へ。,oggiotto-ppt-vs
209,Oggi otto,インプレッシブ,アイスミント エッセンス,トリートメント,ダメージ / 頭皮ベタつき / 頭皮敏感 / ツヤ不足 / 多重ブリーチ,200ml,Techno Huit,夏場の頭皮ベタつき、運動後のリフレッシュに。,ひんやりミントが頭皮を爽快に整える、季節のリフレッシュエッセンス。,oggiotto-icemint
210,Oggi otto,インプレッシブ,インプレッシブPPTセラムマスク MM [モイスチャー],マスク,ダメージ / ツヤ不足 / 広がり / 乾燥 / 広がり,180g / 700g refill,Techno Huit,多毛・クセ毛・剛毛のダメージ集中ケアに。,多毛・クセ毛向けの保湿型PPTセラムマスク。,oggiotto-ppt-mask-mm
211,Oggi otto,インプレッシブ,インプレッシブPPTセラムマスク SM [スムース],マスク,ダメージ / ツヤ不足 / 絡まり / 細毛 / 軟毛,180g / 700g refill,Techno Huit,細毛・軟毛・普通毛のダメージ集中ケアに。,細毛・軟毛向けの軽やかPPTセラムマスク。,oggiotto-ppt-mask-sm
212,Oggi otto,スキャルプ,スキャルプシャンプー,シャンプー,薄毛抜け毛 / 細毛 / 頭皮乾燥 / 頭皮敏感 / ボリューム不足,スキャルプシャンプー 250mL,テクノエイト,抜け毛・薄毛・頭皮トラブルが気になる方、エイジングケアを始めたい方に。,スカルプ専用処方で頭皮環境を整え、ハリコシのある自然なボリュームを与えるシャンプー。,oggiotto-scalp-sh
213,Oggi otto,スキャルプ,アロマスキャルプエッセンス [カルム],スカルプエッセンス,薄毛抜け毛 / 細毛 / 頭皮乾燥 / 頭皮敏感 / ボリューム不足,60ml,Techno Huit,頭皮の酸化ストレス・エイジングケアを始めたい方に。,フラーレン×白金×SODが頭皮の酸化ストレスから守る、エイジングスカルプセラム。,oggiotto-aroma-calm
214,Oggi otto,スキャルプ,アロマスキャルプエッセンス [ヴィータ],スカルプエッセンス,薄毛抜け毛 / 細毛 / 頭皮乾燥 / 頭皮敏感 / ボリューム不足,60ml,Techno Huit,抜け毛・薄毛・髪密度低下が気になる方の集中スカルプセラムケアに。,キャピキシル配合で薄毛抜け毛に集中アプローチする、Oggi ottoの育毛サポートセラム。,oggiotto-aroma-vita
215,Oggi otto,スキャルプ,スキャルプエッセンス,スカルプエッセンス,薄毛抜け毛 / 細毛 / 頭皮乾燥 / 頭皮敏感 / ボリューム不足,スキャルプエッセンス 100mL,テクノエイト,抜け毛・薄毛・髪の弾力低下が気になる方に。,頭皮を整え、ハリのある髪の土台を作るデイリースカルプセラム。,oggiotto-scalp-essence
216,Oggi otto,セラム,セラムCMCシャンプー,シャンプー,ダメージ / 乾燥 / ツヤ不足 / 枝毛 / カラー褪色,セラムCMC シャンプー 250mL,テクノエイト,日常的にダメージケアを行いたい全ての方に。,「美容液で洗う」発想のPPT・CMC補修シャンプー、髪質を選ばないベーシック。,oggiotto-serum-sh
217,Oggi otto,セラム,セラムCMCマスク,トリートメント,ダメージ / 乾燥 / ツヤ不足 / 枝毛 / カラー褪色,セラムCMC マスク 220g,テクノエイト,ダメージ毛の集中ケア、日常使いのトリートメントに。,PPT・CMC補修処方が髪を芯から立て直す、Oggi ottoの基本マスク。,oggiotto-serum-tr
218,Davines,SU,SU ヘア アンド ボディウォッシュ,シャンプー,ダメージ / 紫外線ダメージ / 乾燥 / カラー褪色 / ツヤ不足,250mL,コンフォートジャパン,「アウトドアでも髪と肌をやさしく洗いたい」方。,髪と肌の両方に使えるマルチウォッシュ。紫外線などの外的ダメージから髪をいたわります。,davines-su-shower
219,Davines,エッセンシャル ソル,エッセンシャル ソル シャンプー,シャンプー,頭皮ベタつき / 蓄積汚れ / 頭皮ニオイ / フケ / 頭皮敏感,250ml / 1000ml,Davines,頭皮のベタつき・ビルドアップが気になる時、運動後のリフレッシュに。,すっきり洗い上げる、Davinesのリフレッシングクリアシャンプー。,davines-solu-sh
220,Davines,エッセンシャル デデ,エッセンシャル デデ シャンプー,シャンプー,頭皮敏感 / 頭皮乾燥 / 乾燥 / ダメージ / ツヤ不足,250ml / 1000ml,Davines,敏感肌・頭皮が弱い方のデイリーケアに。,敏感な頭皮と髪をやさしく洗う、Davinesのデイリーマイルドシャンプー。,davines-dede-sh
221,Davines,エッセンシャル デデ,エッセンシャル デデ コンディショナー,トリートメント,頭皮敏感 / 頭皮乾燥 / 乾燥 / ダメージ / ツヤ不足,250ml / 1000ml,Davines,敏感肌、軽い使用感が好きな方のデイリーケアに。,敏感な髪・頭皮に寄り添うデイリーマイルドコンディショナー。,davines-dede-co
222,Davines,エッセンシャル ヌヌ,エッセンシャル ヌヌ シャンプー,シャンプー,多重ブリーチ / ダメージ / 切れ毛 / 弾力不足 / ブリーチダメージ,250ml / 1000ml,Davines,ブリーチ・縮毛矯正・連続施術によるハイダメージ毛に。,Davinesエッセンシャル最強のダメージケアシャンプー、芯から立て直す。,davines-nounou-sh
223,Davines,エッセンシャル ヌヌ,エッセンシャル ヌヌ コンディショナー,トリートメント,多重ブリーチ / ダメージ / 切れ毛 / 弾力不足 / ブリーチダメージ,250ml / 1000ml,Davines,ブリーチ・ハイダメージ毛のデイリーリペアに。,ハイダメージ毛のためのDavines最濃補修コンディショナー。,davines-nounou-co
224,Davines,エッセンシャル ミヌ,エッセンシャル ミヌ シャンプー,シャンプー,カラー褪色 / ダメージ / ツヤ不足 / 多重ブリーチ / 乾燥,250mL,コンフォートジャパン,カラー後の色持ちと髪のコンディションを保ちたい方に。,カラーの美しさを長く守る、ボタニカル カラーケアシャンプー。,davines-minu-sh
225,Davines,エッセンシャル ミヌ,エッセンシャル ミヌ コンディショナー,トリートメント,カラー褪色 / ダメージ / ツヤ不足 / 多重ブリーチ / 乾燥,250mL,コンフォートジャパン,カラー後のデイリーケア、色持ちと質感の両立に。,カラーの輝きを守りながら、なめらかさを与えるボタニカルコンディショナー。,davines-minu-co
226,Davines,エッセンシャル メル,エッセンシャル メル シャンプー,シャンプー,ダメージ / 絡まり / 枝毛 / 切れ毛 / ツヤ不足,250mL,コンフォートジャパン,ロングヘア・ダメージで絡まりやすい髪、ハイトーン後のケアに。,ロングダメージ毛のためのボタニカルリペアシャンプー。,davines-melu-sh
227,Davines,エッセンシャル メル,エッセンシャル メル コンディショナー,トリートメント,ダメージ / 絡まり / 枝毛 / 切れ毛 / ツヤ不足,250mL,コンフォートジャパン,ロングダメージ・絡まり・パサつきが気になる方に。,ロング・ダメージ毛のなめらかさを引き出すボタニカル補修コンディショナー。,davines-melu-co
228,Davines,エッセンシャル モモ,エッセンシャル モモ シャンプー,シャンプー,乾燥 / ツヤ不足 / 絡まり / 広がり / ダメージ,250mL / 1000mL,コンフォートジャパン,乾燥が気になる髪、しっとり潤しながらも軽い仕上がりを求める方に。,シチリアの太陽が育てたモモの保湿成分が、乾いた髪を芯から潤すボタニカルシャンプー。,davines-momo-sh
229,Davines,エッセンシャル モモ,エッセンシャル モモ コンディショナー,トリートメント,乾燥 / ツヤ不足 / 絡まり / 広がり / ダメージ,250mL,コンフォートジャパン,乾燥毛・絡まりやすい髪のデイリーケアに。,モモエキスの潤いがなめらかな指通りを引き出す、ボタニカルコンディショナー。,davines-momo-co
230,Davines,エッセンシャル ラブ,エッセンシャル ラブ シャンプー,シャンプー,うねり/くせ / 広がり / 広がり / 湿気 / 扱いにくさ,250mL / 500mL / 1000mL,コンフォートジャパン,くせ毛・広がり・湿気でうねる髪のスムージングケアに。,オリーブエキスが広がりを抑え、なめらかなまとまりへ導くシャンプー。,davines-love-sh
231,Davines,エッセンシャル ラブ,エッセンシャル ラブ コンディショナー,トリートメント,うねり/くせ / 広がり / 広がり / 湿気 / 扱いにくさ,250mL,コンフォートジャパン,くせ毛・剛毛・湿気にうねる髪のまとまりケアに。,うねりと広がりを整えるボタニカルスムージングコンディショナー。,davines-love-co
232,Davines,エッセンシャル ヴォル,エッセンシャル ヴォル シャンプー,シャンプー,ボリューム不足 / ぺたんとする / 細毛 / 軟毛 / ハリコシ不足,250mL,コンフォートジャパン,細毛・軟毛・ぺたんとしやすい髪にボリュームと軽さを求める方に。,ボタニカル処方が細毛にハリと軽やかなボリュームを与えるシャンプー。,davines-volu-sh
233,Davines,エッセンシャル ヴォル,エッセンシャル ヴォル コンディショナー,トリートメント,ボリューム不足 / ぺたんとする / 細毛 / 軟毛 / ハリコシ不足,250mL,コンフォートジャパン,細毛・ボリュームレスの髪のデイリーケアに。,細毛のハリ・コシを引き出す、軽やかなボリュームコンディショナー。,davines-volu-co
234,Davines,オイ,オイ シャンプー,シャンプー,ツヤ不足 / 乾燥 / ダメージ / 広がり / 多重ブリーチ,280mL,コンフォートジャパン,すべての髪質、上質なツヤとなめらかさを求める方に。,ロウクトンノキ実油がすべての髪質に絶対的な美しさを与える、Davinesアイコンシャンプー。,davines-oi-sh
235,Davines,オイ,オイ コンディショナー,トリートメント,ツヤ不足 / 乾燥 / ダメージ / 広がり / 多重ブリーチ,250mL,コンフォートジャパン,すべての髪質、ツヤとなめらかさを求める方の日常ケアに。,ボタニカルな絶対美容処方が、すべての髪質にツヤとまとまりを与えるコンディショナー。,davines-oi-co
236,Davines,オイ,オイ オイル,アウトバスオイル,ツヤ不足 / 乾燥 / ダメージ / 広がり / 多重ブリーチ,135mL / 50mL,コンフォートジャパン,すべての髪質、ツヤとまとまりを瞬時に与えたい時に。,すべての髪質に上質な輝きを与える、Davinesアイコニックオイル。,davines-oi-oil
237,Davines,オイ,オイ オールインワン ミルク,アウトバスミルク,ツヤ不足 / 乾燥 / ダメージ / 広がり / 熱ダメージ,135ml,Davines,一本で全方位ケアしたい方、忙しい朝の時短ケアに。,すべての効果を1本に。OIアイコンの万能オールインワンミルク。,davines-oi-allinonemilk
238,Davines,オイ,オイ ハイ ロングラスティング ヘアバター,アウトバスバター,ツヤ不足 / 乾燥 / ダメージ / 広がり / 湿気,75ml,Davines,ハイダメージ・剛毛・乾燥が顕著な髪の集中ケアに。,OIの濃厚ヘアバターが、ダメージ毛に持続するなめらかさを与える。,davines-oi-hairbutter
239,Davines,オイ,オイ ボリュマイジング スフレ,アウトバスムース,ツヤ不足 / ボリューム不足 / ぺたんとする / 細毛 / 軟毛,150ml,Davines,細毛・ぺたんとしやすい髪、ふんわりボリュームが欲しい方に。,OIの軽やかなボリュームスフレ、細毛に上質なふくらみを。,davines-oi-souffle
240,Davines,オーセンティック,オーセンティック オイル,アウトバスオイル,乾燥 / ダメージ / ツヤ不足 / 広がり / 湿気,140ml,Davines,自然派志向、ヘア・スキン両用で使いたい方に。,自然由来のオーガニック処方で髪と肌を同時に整える、マルチユースオイル。,davines-authentic-oil
241,Davines,オーセンティック,オーセンティック ネクター,アウトバスクリーム,乾燥 / ダメージ / ツヤ不足 / 広がり / 湿気,140ml,Davines,濃厚保湿を求める方、髪と肌のマルチケアに。,髪と肌の濃厚保湿を叶える、オーガニックネクタークリーム。,davines-authentic-nectar
242,Davines,ナチュラルテック エナジャイジング,ナチュラルテック エナジャイジング シャンプー,シャンプー,薄毛抜け毛 / 細毛 / ボリューム不足 / 軟毛 / 頭皮乾燥,250ml / 1000ml,Davines,薄毛・抜け毛・髪密度低下が気になる方のスカルプケアに。,弱った髪と頭皮に活力を与える、ナチュラルテックのエナジャイジングシャンプー。,davines-naturaltech-energizing-sh
243,Davines,ナチュラルテック エナジャイジング,ナチュラルテック エナジャイジング スーパーアクティブ,スカルプエッセンス,薄毛抜け毛 / 細毛 / ボリューム不足 / 軟毛 / 頭皮乾燥,8ml×6vials / 100ml,Davines,薄毛・抜け毛が気になる方の集中スカルプセラムケアに。,薄毛抜け毛に集中アプローチする、Davinesのスカルプエッセンス。,davines-naturaltech-energizing-lotion
244,Davines,ナチュラルテック カーミング,ナチュラルテック カーミング シャンプー,シャンプー,頭皮敏感 / 頭皮乾燥 / フケ / 乾燥 / ダメージ,250ml / 1000ml,Davines,頭皮の敏感さ・かゆみ・赤みが気になる方に。,敏感な頭皮を鎮静し整える、ナチュラルテックのカーミングシャンプー。,davines-naturaltech-calming-sh
